序号,招聘信息id,公司地址,招聘岗位,公司类型,最低薪资,最高薪资,员工数量,学历,岗位经验,企业名称,企业类型
1423,1482185001905815555,广州黄埔区,数据分析师,50-100人,7000,12000,合资,3,0,武汉科略数据科技有限公司,"[""互联网""]"
1424,1482185001905815554,广州,数据分析师,50-100人,10000,15000,合资,3,0,武汉科略数据科技有限公司,"[""互联网""]"
1425,1482185001905815553,广州,审计专员（数据分析方向）,50-100人,8000,10000,合资,3,3,屈臣氏,"[""互联网""]"
1426,1482185001905815552,广州,审计专员（数据分析方向）,50-100人,8000,10000,合资,3,3,屈臣氏,"[""互联网""]"
1427,1482185001901621256,广州,数据分析专员,50-100人,7000,12000,合资,3,1,屈臣氏,"[""互联网""]"
1428,1482185001901621255,广州越秀区,高级数据分析师,50-100人,30000,50000,合资,3,5,屈臣氏,"[""互联网""]"
1429,1482185001901621254,广州越秀区,高级数据分析师,50-100人,30000,50000,合资,3,5,屈臣氏,"[""互联网""]"
1430,1482185001901621253,广州越秀区,产品经理（大数据）,50-100人,10000,17000,合资,3,3,屈臣氏,"[""互联网""]"
1431,1482185001901621252,广州越秀区,产品经理（数据中台）,50-100人,10000,17000,合资,3,1,屈臣氏,"[""互联网""]"
1432,1482185001901621251,广州越秀区,数据产品经理,50-100人,16000,25000,合资,2,5,屈臣氏,"[""互联网""]"
1433,1482185001901621250,广州越秀区,数据产品经理,50-100人,8000,14000,合资,3,0,屈臣氏,"[""互联网""]"
1434,1482185001901621249,广州越秀区,数据产品经理/产品经理（B端）,50-100人,9000,15000,合资,2,3,屈臣氏,"[""互联网""]"
1435,1482185001901621248,广州,数据产品经理（数据治理方向）,50-100人,10000,20000,合资,3,3,屈臣氏,"[""互联网""]"
1436,1482185001897426945,广州天河区,数据分析师,50-100人,10000,16000,合资,3,1,手盟网络,"[""互联网""]"
1437,1482185001897426944,广州天河区,数据分析师,50-100人,10000,16000,合资,3,1,手盟网络,"[""互联网""]"
1438,1482184690805899264,广州,大数据产品经理,50-100人,15000,25000,合资,3,5,高德置地控股有限公司,"[""互联网""]"
1439,1482184690801704960,广州,薪酬绩效专员（数据分析方向）,50-100人,6000,8000,合资,3,1,新东方教育科技集团有限公司,"[""互联网""]"
1440,1482184690797510664,广州,数据分析专员,50-100人,6000,9000,合资,3,1,新东方教育科技集团有限公司,"[""互联网""]"
1441,1482184690797510663,广州,数据分析师,50-100人,13000,15000,合资,3,1,信用生活(广州)智能科技有限公司,"[""互联网""]"
1442,1482184690797510662,广州,数据分析师,50-100人,13000,15000,合资,3,1,信用生活(广州)智能科技有限公司,"[""互联网""]"
1443,1482184690797510661,广州天河区,大数据分析师,50-100人,15000,20000,合资,3,3,亿达信息技术有限公司,"[""互联网""]"
1444,1482184690797510660,广州天河区,大数据分析师,50-100人,15000,20000,合资,3,3,亿达信息技术有限公司,"[""互联网""]"
1445,1482184690797510659,广州,商业数据分析专员,50-100人,5000,7000,合资,2,1,英氏婴童,"[""互联网""]"
1446,1482184690797510658,广州,高级产品经理,50-100人,20000,35000,合资,3,3,用友网络,"[""互联网""]"
1447,1482184690797510657,广州越秀区,etl开发工程师,50-100人,12000,16000,合资,3,5,友邦资讯科技,"[""互联网""]"
1448,1482184690797510656,广州,Tableau 数据分析师,50-100人,11000,18000,合资,3,3,友邦资讯科技,"[""互联网""]"
1449,1482184690793316355,广州,Tableau 数据分析师,50-100人,11000,18000,合资,3,3,友邦资讯科技,"[""互联网""]"
1450,1482184690793316354,广州,高级算法工程师（自然语言处理方向）,50-100人,25000,35000,合资,3,1,有米科技,"[""互联网""]"
1451,1482184690793316353,广州番禺区,数据产品经理,50-100人,15000,25000,合资,3,1,有米科技,"[""互联网""]"
1452,1482184690793316352,广州番禺区,服装数据分析师,50-100人,7000,10000,合资,2,1,于都嘉晟服装有限公司,"[""互联网""]"
1453,1482184521620258823,广州番禺区,服装数据分析师,50-100人,7000,10000,合资,2,1,于都嘉晟服装有限公司,"[""互联网""]"
1454,1482184521620258822,广州海珠区,数据分析专员,50-100人,8000,10000,合资,3,3,元气森林(北京)食品科技集团有限公司,"[""互联网""]"
1455,1482184521620258821,广州天河区,客服专员（数据统计）,50-100人,4000,6000,合资,2,0,远成物流,"[""互联网""]"
1456,1482184521620258820,广州海珠区,数据分析师,50-100人,10000,20000,合资,2,3,悦江(广州)投资有限公司,"[""互联网""]"
1457,1482184521620258819,广州天河区,数据分析师,50-100人,7000,8000,合资,2,1,越亮传奇,"[""互联网""]"
1458,1482184521620258818,广州天河区,数据分析师,50-100人,7000,8000,合资,2,1,越亮传奇,"[""互联网""]"
1459,1482184521620258817,广州番禺区,数据分析专员/主任,50-100人,7000,10000,合资,3,1,香江集团,"[""互联网""]"
1460,1482184521620258816,广州,广州银行账单分期+六险一金+高温补贴,50-100人,6000,8000,合资,1,1,招商信诺人寿,"[""互联网""]"
1461,1482184364296110086,广州番禺区,数据分析专员/主任,50-100人,7000,10000,合资,3,1,香江集团,"[""互联网""]"
1462,1482184364296110085,广州,广州银行账单分期+六险一金+高温补贴,50-100人,6000,8000,合资,1,1,招商信诺人寿,"[""互联网""]"
1463,1482184364296110084,广州,资深数据分析师,50-100人,15000,20000,合资,3,3,昭阳医生,"[""互联网""]"
1464,1482184364296110083,广州,资深数据分析师,50-100人,15000,20000,合资,3,3,昭阳医生,"[""互联网""]"
1465,1482184364296110082,广州,数据分析师,50-100人,9000,10000,合资,2,1,浙江三合通信科技有限公司,"[""互联网""]"
1466,1482184364296110081,广州,数据分析师,50-100人,9000,10000,合资,2,1,浙江三合通信科技有限公司,"[""互联网""]"
1467,1482184364296110080,广州,大数据平台产品经理,50-100人,20000,30000,合资,3,3,蜘点商业网络服务有限公司,"[""互联网""]"
1468,1482183919452422144,广州,高级数据分析师,50-100人,12000,25000,合资,3,3,中国电信云公司,"[""互联网""]"
1469,1482183919448227840,广州,高级数据分析师,50-100人,12000,25000,合资,3,3,中国电信云公司,"[""互联网""]"
1470,1482183448507580422,广州,数据建模分析师,1000-5000人,15000,22000,上市公司,3,1,广东联通,"[""通信设备"",""互联网""]"
1471,1482183448507580421,广州,数据分析师 (MJ000210),1000-5000人,12000,36000,上市公司,3,0,广东联通,"[""通信设备"",""互联网""]"
1472,1482183448507580420,广州,大数据分析师,1000-5000人,15000,25000,上市公司,3,1,广东联通,"[""通信设备"",""互联网""]"
1473,1482183448507580419,广州,数据分析师,1000-5000人,13000,25000,上市公司,3,1,广东联通,"[""通信设备"",""互联网""]"
1474,1482183448507580418,广州,数据建模分析师,1000-5000人,15000,22000,上市公司,3,1,广东联通,"[""通信设备"",""互联网""]"
1475,1482183448507580417,广州,数据分析师 (MJ000210),1000-5000人,12000,36000,上市公司,3,0,广东联通,"[""通信设备"",""互联网""]"
1476,1482183448507580416,广州,大数据产品经理岗,1000-5000人,12000,20000,上市公司,3,3,广东联通,"[""通信设备"",""互联网""]"
1477,1482183448503386112,广州,高级数据产品经理,1000-5000人,15000,27000,上市公司,3,3,广东联通,"[""通信设备"",""互联网""]"
1478,1482183390655545346,广州海珠区,产品经理（大数据）,50-100人,10000,15000,合资,3,3,中国联合网络通信有限公司广州市分公司,"[""互联网""]"
1479,1482183390655545345,广州,资源管理岗（数据方向）,50-100人,7000,12000,合资,3,1,中国平安人寿保险股份有限公司,"[""互联网""]"
1480,1482183390655545344,广州,资源管理岗（数据方向）,50-100人,7000,12000,合资,3,1,中国平安人寿保险股份有限公司,"[""互联网""]"
1481,1482183390651351040,广州天河区,统计员/数据专员/结算专员,50-100人,4000,5000,合资,2,0,中经汇通电子商务有限公司,"[""互联网""]"
1482,1482183292638855168,广州,数据分析师,50-100人,15000,25000,合资,2,1,中科云瑞(沈阳)大数据科技有限公司,"[""互联网""]"
1483,1482183292634660864,广州,数据分析师,50-100人,15000,25000,合资,2,1,中科云瑞(沈阳)大数据科技有限公司,"[""互联网""]"
1484,1482183022466957313,广州天河区,大数据分析师,50-100人,9000,15000,合资,3,0,中讯邮电咨询设计院有限公司广东分公司,"[""互联网""]"
1485,1482183022466957312,广州天河区,数据分析师（广东联通）,50-100人,10000,15000,合资,3,1,中讯邮电咨询设计院有限公司广东分公司,"[""互联网""]"
1486,1482182989118046208,广州天河区,数据分析师（广东联通）,50-100人,10000,15000,合资,3,1,中讯邮电咨询设计院有限公司广东分公司,"[""互联网""]"
1487,1482182924186025984,广州天河区,数据分析师（广东联通）,50-100人,10000,15000,合资,3,1,中讯邮电咨询设计院有限公司广东分公司,"[""互联网""]"
1488,1482182871522344960,广州天河区,数据治理工程师,50-100人,15000,20000,合资,3,3,中移集成,"[""互联网""]"
1489,1482182819429089280,广州天河区,大数据开发工程师（数据治理中级),50-100人,17000,25000,合资,3,3,中邮消费金融,"[""互联网""]"
1490,1482182764089442304,广州,etl开发工程师,50-100人,10000,15000,合资,2,1,重庆软维科技有限公司,"[""互联网""]"
1491,1482182692786274304,广州天河区,数据分析师,50-100人,15000,30000,合资,3,3,卓望数码技术(深圳)有限公司,"[""互联网""]"
1492,1482178434078736384,广州天河区,数据分析师（广东联通）,50-100人,10000,15000,合资,3,1-3年,中讯邮电咨询设计院有限公司广东分公司,"[""互联网""]"
1493,1482176795087339520,广州天河区,数据分析师,50-100人,15000,30000,合资,3,3,卓望数码技术(深圳)有限公司,"[""互联网""]"
1494,1481878415844966400,国家软件园基地高普路115号第303房,实习生,50-100人,3500,3500,合资,3,经验不限,太平洋网络,"[""互联网""]"
1495,1481166378064019456,--广州外派银行驻点,大数据实习生,150-500人,3500,8000,合资,3,经验不限,软通动力,"[""电子商务"",""互联网""]"
1496,1479027851352211456,岳麓区麓谷企业广场F4栋1905（工作地点：广州、杭州）,抖音/快手/视频号主播,150-500人,4000,20000,合资,0,经验不限,飞鱼互动,"[""互联网"",""电子商务""]"
1497,1479026368565084160,岳麓区麓谷企业广场F4栋1905（工作地点：广州、杭州）,直播运营实习生,150-500人,4000,12000,合资,3,经验不限,飞鱼互动,"[""互联网"",""电子商务""]"
1498,1479024040038498304,岳麓区麓谷企业广场F4栋1905（工作地点：广州、杭州）,主播,150-500人,4000,20000,合资,0,经验不限,飞鱼互动,"[""互联网"",""电子商务""]"
1499,1479021937257742336,岳麓区麓谷企业广场F4栋1905（工作地点：广州、杭州）,游戏GS,150-500人,2500,12000,合资,0,经验不限,飞鱼互动,"[""互联网"",""电子商务""]"
1500,1479020791432609792,岳麓区麓谷企业广场F4栋1905（工作地点：广州、杭州）,直播运营专员,150-500人,4000,16000,合资,2,经验不限,飞鱼互动,"[""互联网"",""电子商务""]"
1501,1478266323174817792,黄埔大道西666号联通新时空广场,账务支撑工程师（外包岗）,1000-5000人,4500,7000,上市公司,3,经验不限,广东联通,"[""通信设备"",""互联网""]"
1502,1478266256707682304,黄埔大道西666号联通新时空广场,计费支撑工程师（外包岗）,1000-5000人,4500,7000,上市公司,3,经验不限,广东联通,"[""通信设备"",""互联网""]"
1503,1478266070350561280,黄埔大道西666号联通新时空广场,营业支撑工程师（外包岗）,1000-5000人,4500,7000,上市公司,3,经验不限,广东联通,"[""通信设备"",""互联网""]"
1504,1478265482669850624,科技生态园9栋A2座709,教学助理,50-100人,4000,20000,合资,2,经验不限,深圳元宇宙科技教育,"[""互联网"",""在线教育""]"
1505,1476407487392514048,高新园迈科龙大厦18-19层（工作地点：广州-上海-大连-成都-北京）,ETL开发需求（2022校招）,500-1000人,9000,14000,上市公司,3,经验不限,索信达,"[""电子商务"",""互联网""]"
1506,1476398924876087296,开发区南翔二路1号A栋101房,Python工程师,50-100人,6000,10000,合资,2,经验不限,镭晨智能装备,"[""电子商务"",""互联网""]"
1507,1470637175514202112,龙湖区天山路55号金书大厦1/701房之03（珠三角城市均有项目部）,商务智能及数据仓库工程师,50-100人,6000,8000,合资,3,经验不限,智扬信达,"[""电子商务"",""互联网""]"
1508,1470637483283841024,龙湖区天山路55号金书大厦1/701房之03（珠三角城市均有项目部）,数据仓库工程师,50-100人,6000,8000,合资,3,经验不限,智扬信达,"[""电子商务"",""互联网""]"
1509,1470637811567820800,龙湖区天山路55号金书大厦1/701房之03（珠三角城市均有项目部）,大数据工程师,50-100人,6000,8000,合资,3,经验不限,智扬信达,"[""电子商务"",""互联网""]"
1510,1470933264645619712,科学城掬泉路3号广州国际孵化器A栋11楼1111,大数据销售助理,50-100人,8000,10000,合资,2,经验不限,悦学科技,"[""电子商务"",""互联网""]"
1511,1473561990596263936,黄埔大道西666号联通新时空广场,政企域支撑工程师-3（外包岗）,1000-5000人,4000,6000,上市公司,3,1-3年,广东联通,"[""通信设备"",""互联网""]"
1512,1473562073186304000,黄埔大道西666号联通新时空广场,政企域支撑工程师-5（外包岗）,1000-5000人,4000,6000,上市公司,3,1-3年,广东联通,"[""通信设备"",""互联网""]"
1513,1473562161304436736,黄埔大道西666号联通新时空广场,值班监控工程师（外包岗）,1000-5000人,5000,7000,上市公司,2,经验不限,广东联通,"[""通信设备"",""互联网""]"
1514,1467758677749530624,开泰大道36号凯得科学会广场1栋2楼212室,院校合作专员,150-500人,5000,12000,民营公司,2,经验不限,泰迪科技,"[""互联网"",""计算机软件""]"
1515,1473843718837633024,天河路490号1201房(仅限办公),数据工程师实习生,150-500人,3500,3500,合资,3,经验不限,中软国际,"[""互联网"",""数据服务""]"
1516,1466294662284312576, 广东省深圳市,运维工程师（深圳 长沙）,150-500人,7000,10000,合资,2,经验不限,腾云悦智,"[""互联网"",""电子商务""]"
1517,1466295233930199040,粤海街道麻岭社区深南大道9996号松日鼎盛大厦401406-408,私有云运维工程师（广州 深圳）,150-500人,7000,10000,合资,2,经验不限,腾云悦智,"[""互联网"",""电子商务""]"
1518,1466303123046924288,粤海街道麻岭社区深南大道9996号松日鼎盛大厦401406-408,运维工程师（上海 深圳）,150-500人,7000,10000,合资,2,经验不限,腾云悦智,"[""互联网"",""电子商务""]"
1519,1466303717568544768,粤海街道麻岭社区深南大道9996号松日鼎盛大厦401406-408,运维工程师（北京 上海 深圳 长沙）,150-500人,7000,10000,合资,2,经验不限,腾云悦智,"[""互联网"",""电子商务""]"
1520,1466304423818035200,粤海街道麻岭社区深南大道9996号松日鼎盛大厦401406-408,项目经理储备（深圳）,150-500人,7000,10000,合资,2,经验不限,腾云悦智,"[""互联网"",""电子商务""]"
